entry_time,exit_time,qty,entry_price,exit_price,reason,pnl
2024-07-02 14:47:00+00:00,2024-07-02 16:01:00+00:00,208,478.707866,479.10835000000003,TrailingStop,73.33521832000497
2024-07-02 14:56:00+00:00,2024-07-02 16:01:00+00:00,208,479.667962,479.10835000000003,TrailingStop,-126.36474967998765
2024-07-03 14:20:00+00:00,2024-07-03 16:20:00+00:00,206,484.14841,487.01,MaxHold,579.4551339999967
2024-07-03 14:38:00+00:00,2024-07-03 16:39:00+00:00,206,483.898385,486.94,MaxHold,616.5417259999932
2024-07-05 15:23:00+00:00,2024-07-05 17:23:00+00:00,206,490.559051,491.93,MaxHold,272.28173599999866
2024-07-05 15:30:00+00:00,2024-07-05 17:35:00+00:00,206,490.94908999999996,492.26,MaxHold,259.9069040000122
2024-07-05 16:07:00+00:00,2024-07-05 18:08:00+00:00,205,491.399135,491.96,MaxHold,104.89214499999662
2024-07-05 18:14:00+00:00,2024-07-08 13:30:00+00:00,206,492.34923000000003,492.38,MaxHold,-3.804408000008493
2024-07-05 18:22:00+00:00,2024-07-08 13:30:00+00:00,206,492.169212,492.38,MaxHold,33.27929999999526
2024-07-08 13:42:00+00:00,2024-07-08 15:42:00+00:00,206,492.31922699999996,493.22,MaxHold,175.39890600001115
2024-07-08 13:49:00+00:00,2024-07-08 15:49:00+00:00,206,492.359231,493.33,MaxHold,189.81581599999413
2024-07-08 13:55:00+00:00,2024-07-08 15:55:00+00:00,206,492.489244,493.31,MaxHold,158.91355000000453
2024-07-08 17:04:00+00:00,2024-07-08 19:05:00+00:00,207,492.669262,492.76,MaxHold,8.58263399999322
2024-07-09 16:02:00+00:00,2024-07-09 16:47:00+00:00,207,494.15941100000003,493.23584000000005,TrailingStop,-201.38917888799165
2024-07-10 16:05:00+00:00,2024-07-10 18:06:00+00:00,205,496.0496,498.44,MaxHold,479.8139799999984
2024-07-10 16:07:00+00:00,2024-07-10 18:08:00+00:00,205,496.119607,498.42,MaxHold,461.36295500000614
2024-07-10 17:26:00+00:00,2024-07-10 19:27:00+00:00,205,497.919787,498.41,MaxHold,90.2762600000051
2024-07-10 18:06:00+00:00,2024-07-11 13:30:00+00:00,205,498.489844,498.88,MaxHold,69.754939999996
2024-07-10 18:08:00+00:00,2024-07-11 13:30:00+00:00,206,498.639859,498.88,MaxHold,39.19211799999675
2024-07-10 19:43:00+00:00,2024-07-11 13:30:00+00:00,206,498.789874,498.88,MaxHold,8.28902799999753
2024-07-17 15:18:00+00:00,2024-07-17 15:42:00+00:00,214,481.128108,480.04553,TrailingStop,-241.94466634200228
2024-07-17 18:20:00+00:00,2024-07-17 19:06:00+00:00,214,479.77797300000003,478.46029999999996,TrailingStop,-292.2210724200186
2024-07-17 18:25:00+00:00,2024-07-17 19:06:00+00:00,214,479.797975,478.46029999999996,TrailingStop,-296.5015004200136
2024-07-17 19:21:00+00:00,2024-07-17 19:57:00+00:00,213,478.94789,478.34065999999996,TrailingStop,-139.52864605800482
2024-07-18 16:47:00+00:00,2024-07-18 17:51:00+00:00,215,475.507546,475.48924,TrailingStop,-14.158808660001512
2024-07-18 18:29:00+00:00,2024-07-18 19:11:00+00:00,215,474.707466,473.66472999999996,TrailingStop,-234.3720316950126
2024-07-22 18:01:00+00:00,2024-07-23 13:30:00+00:00,213,478.45784100000003,477.68,MaxHold,-175.8547170000091
2024-07-24 17:24:00+00:00,2024-07-24 18:01:00+00:00,219,463.296325,462.36872,TrailingStop,-213.27136996800806
2024-07-26 16:22:00+00:00,2024-07-26 17:34:00+00:00,220,460.276023,460.8134,TrailingStop,108.08504519999815
2024-07-29 19:46:00+00:00,2024-07-29 19:57:00+00:00,220,461.43613899999997,460.05183058299997,TrailingStop,-314.6689920128256
2024-07-31 13:36:00+00:00,2024-07-31 13:44:00+00:00,218,463.476343,463.71467,TrailingStop,41.84630619401196
2024-08-07 13:38:00+00:00,2024-08-07 13:42:00+00:00,228,444.34443,443.59521,TrailingStop,-180.93613078799308
2024-08-13 14:30:00+00:00,2024-08-13 16:30:00+00:00,223,454.035399,456.42,MaxHold,521.5878570000101
2024-08-13 17:01:00+00:00,2024-08-13 17:46:00+00:00,222,458.205816,457.07464999999996,TrailingStop,-261.2659092300189
2024-08-13 19:01:00+00:00,2024-08-14 13:30:00+00:00,221,458.34583000000003,460.29,MaxHold,419.4891610000021
2024-08-13 19:05:00+00:00,2024-08-14 13:30:00+00:00,221,457.84578,460.29,MaxHold,530.0002110000119
2024-08-14 16:03:00+00:00,2024-08-14 16:16:00+00:00,222,461.076103,459.692874691,TrailingStop,-317.28186641614536
2024-08-14 17:25:00+00:00,2024-08-14 19:14:00+00:00,222,458.455841,457.79249,TrailingStop,-157.42691527801207
2024-08-15 13:36:00+00:00,2024-08-15 14:05:00+00:00,219,465.24652,466.65582,TrailingStop,298.416937542006
2024-08-15 14:43:00+00:00,2024-08-15 16:43:00+00:00,218,468.486844,469.58,MaxHold,228.07116399998847
2024-08-15 14:50:00+00:00,2024-08-15 16:53:00+00:00,218,468.64686,469.24,MaxHold,119.07508800000335
2024-08-15 17:16:00+00:00,2024-08-15 19:16:00+00:00,218,469.636959,470.43,MaxHold,162.62756400000933
2024-08-15 18:00:00+00:00,2024-08-15 19:52:00+00:00,218,470.597055,469.60694,TrailingStop,-226.082501292002
2024-08-15 18:57:00+00:00,2024-08-15 19:52:00+00:00,218,470.54705,469.60694,TrailingStop,-215.18141129200228
2024-08-16 16:50:00+00:00,2024-08-16 18:52:00+00:00,217,471.877183,471.2,MaxHold,-157.17375100000442
2024-08-16 16:54:00+00:00,2024-08-16 18:56:00+00:00,217,471.917187,471.58,MaxHold,-83.4028650000115
2024-08-16 19:38:00+00:00,2024-08-19 13:30:00+00:00,216,471.427138,471.22,MaxHold,-54.920159999997395
2024-08-19 17:53:00+00:00,2024-08-19 19:53:00+00:00,215,473.90738600000003,476.11,MaxHold,463.3256449999925
2024-08-19 18:00:00+00:00,2024-08-20 13:30:00+00:00,215,474.217417,476.76,MaxHold,536.4050049999903
2024-08-19 18:09:00+00:00,2024-08-20 13:30:00+00:00,215,474.377433,476.76,MaxHold,502.00156499999366
2024-08-20 14:01:00+00:00,2024-08-20 14:12:00+00:00,216,478.887884,477.451220348,TrailingStop,-320.6322951915208
2024-08-20 16:45:00+00:00,2024-08-20 17:00:00+00:00,216,476.30762599999997,475.04059,TrailingStop,-283.9406527439928
2024-08-20 19:37:00+00:00,2024-08-21 13:30:00+00:00,216,476.727668,477.28,MaxHold,108.99446399999397
2024-08-21 13:46:00+00:00,2024-08-21 14:15:00+00:00,215,477.977793,477.40348,TrailingStop,-133.74146982000184
2024-08-21 13:50:00+00:00,2024-08-21 14:15:00+00:00,215,477.597755,477.40348,TrailingStop,-52.033299819999
2024-08-27 16:30:00+00:00,2024-08-27 18:36:00+00:00,217,472.307226,473.27,MaxHold,198.6519989999939
2024-08-27 16:40:00+00:00,2024-08-27 18:42:00+00:00,217,472.33722900000004,473.19,MaxHold,174.7830839999882
2024-08-28 19:36:00+00:00,2024-08-28 19:59:00+00:00,220,468.126808,467.54314999999997,TrailingStop,-138.6907093000002
2024-09-03 17:03:00+00:00,2024-09-03 17:58:00+00:00,223,461.306126,460.79346,TrailingStop,-124.6002121580052
2024-09-03 17:55:00+00:00,2024-09-03 18:03:00+00:00,223,461.176113,459.792584661,TrailingStop,-318.7801942349432
2024-09-04 19:03:00+00:00,2024-09-05 13:30:00+00:00,225,456.44563999999997,455.58,MaxHold,-205.01955000000294
2024-09-05 18:45:00+00:00,2024-09-05 19:00:00+00:00,223,458.0458,457.51333,TrailingStop,-128.94335725899725
2024-09-09 17:03:00+00:00,2024-09-09 17:42:00+00:00,226,451.265122,450.42465999999996,TrailingStop,-200.12400931600973
2024-09-09 17:10:00+00:00,2024-09-09 17:42:00+00:00,226,451.805176,450.44976047200004,TrailingStop,-316.50407391466786
2024-09-09 19:26:00+00:00,2024-09-10 13:30:00+00:00,226,449.214917,452.98,MaxHold,840.6714100000004
2024-09-11 17:23:00+00:00,2024-09-11 18:28:00+00:00,224,457.795775,461.2292433125,TakeProfit,758.7653669497977
2024-09-11 17:28:00+00:00,2024-09-11 18:28:00+00:00,224,457.95579100000003,461.39045943250005,TakeProfit,759.0305825887099
2024-09-11 18:51:00+00:00,2024-09-11 19:58:00+00:00,225,461.796175,465.2596463125,TakeProfit,768.8127032704713
2024-09-11 18:56:00+00:00,2024-09-11 19:58:00+00:00,225,461.906186,465.370482395,TakeProfit,768.99585302112
2024-09-12 19:46:00+00:00,2024-09-13 13:31:00+00:00,225,469.45694100000003,468.68,MaxHold,-185.35702500000895
2024-09-13 16:40:00+00:00,2024-09-13 18:25:00+00:00,224,470.837079,471.24202,TrailingStop,80.15096275199721
2024-09-13 19:48:00+00:00,2024-09-16 13:30:00+00:00,224,471.74717,468.88,MaxHold,-652.7489920000025
2024-09-13 19:55:00+00:00,2024-09-16 13:30:00+00:00,223,472.077203,468.88,MaxHold,-723.4322930000058
2024-09-19 13:36:00+00:00,2024-09-19 13:50:00+00:00,218,478.007796,477.75243,TrailingStop,-66.08479097399356
2024-09-19 16:45:00+00:00,2024-09-19 18:15:00+00:00,216,481.428138,480.90295000000003,TrailingStop,-123.82811171999265
2024-09-19 16:51:00+00:00,2024-09-19 18:15:00+00:00,216,481.518147,480.90295000000003,TrailingStop,-143.27005571999462
2024-09-19 16:56:00+00:00,2024-09-19 18:15:00+00:00,216,481.44813999999997,480.90295000000003,TrailingStop,-128.14854371998763
2024-09-20 18:43:00+00:00,2024-09-20 19:58:00+00:00,217,476.817677,478.38054,TrailingStop,328.76041328199625
2024-09-20 18:48:00+00:00,2024-09-20 19:58:00+00:00,217,476.817677,478.38054,TrailingStop,328.76041328199625
2024-09-23 18:44:00+00:00,2024-09-24 13:30:00+00:00,217,479.72796800000003,481.54,MaxHold,382.761525999995
2024-09-23 18:51:00+00:00,2024-09-24 13:30:00+00:00,217,479.857981,481.54,MaxHold,354.5487050000031
2024-09-23 18:56:00+00:00,2024-09-24 13:30:00+00:00,217,479.92798799999997,481.54,MaxHold,339.3571860000084
